city,county_name,state_name,short_url,day,lat,lng,search_url
Augusta,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Pp4,1843-04-23,40.2307,-90.95,https://wilfordwoodruffpapers.org/places?search=Augusta+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Llr,1843-04-15,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/A7l,1843-04-06,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Montrose,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/w88,1843-03-25,40.5258,-91.4158,https://wilfordwoodruffpapers.org/places?search=Montrose+Iowa
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/rNp,1838-09-11,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/o9X,1838-08-27,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/o9X,1838-08-27,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Terre Haute,Vigo County,Indiana,https://wilfordwoodruffpapers.org/p/o9X,1838-08-27,39.4654,-87.3763,https://wilfordwoodruffpapers.org/places?search=Terre+Haute+Indiana
Bath,Sagadahoc County,Maine,https://wilfordwoodruffpapers.org/p/o9X,1838-08-27,43.9346,-69.8346,https://wilfordwoodruffpapers.org/places?search=Bath+Maine
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/jVv,1838-08-03,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Bath,Sagadahoc County,Maine,https://wilfordwoodruffpapers.org/p/jVv,1838-08-03,43.9346,-69.8346,https://wilfordwoodruffpapers.org/places?search=Bath+Maine
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/97D,1838-07-14,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/97D,1838-07-14,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/873,1838-07-06,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Hartford,Hartford County,Connecticut,https://wilfordwoodruffpapers.org/p/873,1838-07-06,41.7661,-72.6834,https://wilfordwoodruffpapers.org/places?search=Hartford+Connecticut
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/873,1838-07-06,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Worcester,Worcester County,Massachusetts,https://wilfordwoodruffpapers.org/p/873,1838-07-06,42.2705,-71.8079,https://wilfordwoodruffpapers.org/places?search=Worcester+Massachusetts
Ashtabula,Ashtabula County,Ohio,https://wilfordwoodruffpapers.org/p/30R,1838-06-23,41.8806,-80.7984,https://wilfordwoodruffpapers.org/places?search=Ashtabula+Ohio
New Preston,Litchfield County,Connecticut,https://wilfordwoodruffpapers.org/p/1qm,1838-06-12,41.6813,-73.3523,https://wilfordwoodruffpapers.org/places?search=New+Preston+Connecticut
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Yx2,1844-07-18,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/Xwg,1844-07-17,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Xwg,1844-07-17,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Lowell,Middlesex County,Massachusetts,https://wilfordwoodruffpapers.org/p/Xwg,1844-07-17,42.6389,-71.3217,https://wilfordwoodruffpapers.org/places?search=Lowell+Massachusetts
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/Wvx,1844-07-15,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Wvx,1844-07-15,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Philadelphia,Philadelphia County,Pennsylvania,https://wilfordwoodruffpapers.org/p/Wvx,1844-07-15,40.0077,-75.1339,https://wilfordwoodruffpapers.org/places?search=Philadelphia+Pennsylvania
Quincy,Adams County,Illinois,https://wilfordwoodruffpapers.org/p/Wvx,1844-07-15,39.9335,-91.3799,https://wilfordwoodruffpapers.org/places?search=Quincy+Illinois
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/VrX,1844-07-12,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/VrX,1844-07-12,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/RnE,1844-07-10,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/RnE,1844-07-10,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/RnE,1844-07-10,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Quincy,Adams County,Illinois,https://wilfordwoodruffpapers.org/p/RnE,1844-07-10,39.9335,-91.3799,https://wilfordwoodruffpapers.org/places?search=Quincy+Illinois
Warsaw,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/RnE,1844-07-10,40.3509,-91.4277,https://wilfordwoodruffpapers.org/places?search=Warsaw+Illinois
Saco,York County,Maine,https://wilfordwoodruffpapers.org/p/RnE,1844-07-10,43.539,-70.4624,https://wilfordwoodruffpapers.org/places?search=Saco+Maine
Carthage,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Qm9,1844-07-09,40.4143,-91.1276,https://wilfordwoodruffpapers.org/places?search=Carthage+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Qm9,1844-07-09,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/Qm9,1844-07-09,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Warsaw,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Qm9,1844-07-09,40.3509,-91.4277,https://wilfordwoodruffpapers.org/places?search=Warsaw+Illinois
Saco,York County,Maine,https://wilfordwoodruffpapers.org/p/Qm9,1844-07-09,43.539,-70.4624,https://wilfordwoodruffpapers.org/places?search=Saco+Maine
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/Pl4,1844-07-08,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Pl4,1844-07-08,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Saco,York County,Maine,https://wilfordwoodruffpapers.org/p/Pl4,1844-07-08,43.539,-70.4624,https://wilfordwoodruffpapers.org/places?search=Saco+Maine
Taunton,Bristol County,Massachusetts,https://wilfordwoodruffpapers.org/p/Pl4,1844-07-08,41.9036,-71.0943,https://wilfordwoodruffpapers.org/places?search=Taunton+Massachusetts
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Okr,1844-07-07,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Saco,York County,Maine,https://wilfordwoodruffpapers.org/p/Okr,1844-07-07,43.539,-70.4624,https://wilfordwoodruffpapers.org/places?search=Saco+Maine
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/Njv,1844-07-04,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Njv,1844-07-04,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/Njv,1844-07-04,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/MgG,1844-07-02,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/LDr,1844-07-01,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Salem,Essex County,Massachusetts,https://wilfordwoodruffpapers.org/p/LDr,1844-07-01,42.5129,-70.902,https://wilfordwoodruffpapers.org/places?search=Salem+Massachusetts
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/KBx,1844-06-29,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Carthage,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/KBx,1844-06-29,40.4143,-91.1276,https://wilfordwoodruffpapers.org/places?search=Carthage+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/KBx,1844-06-29,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Salem,Essex County,Massachusetts,https://wilfordwoodruffpapers.org/p/KBx,1844-06-29,42.5129,-70.902,https://wilfordwoodruffpapers.org/places?search=Salem+Massachusetts
Albany,Albany County,New York,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,42.6664,-73.7987,https://wilfordwoodruffpapers.org/places?search=Albany+New+York
Boston,Suffolk County,Massachusetts,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,42.3188,-71.0846,https://wilfordwoodruffpapers.org/places?search=Boston+Massachusetts
Buffalo,Erie County,New York,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,42.9016,-78.8487,https://wilfordwoodruffpapers.org/places?search=Buffalo+New+York
Cleveland,Cuyahoga County,Ohio,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,41.4767,-81.6804,https://wilfordwoodruffpapers.org/places?search=Cleveland+Ohio
Detroit,Wayne County,Michigan,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,42.3834,-83.1024,https://wilfordwoodruffpapers.org/places?search=Detroit+Michigan
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Rochester,Monroe County,New York,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,43.168,-77.6162,https://wilfordwoodruffpapers.org/places?search=Rochester+New+York
Royal Oak,Oakland County,Michigan,https://wilfordwoodruffpapers.org/p/JAg,1844-06-26,42.5084,-83.1539,https://wilfordwoodruffpapers.org/places?search=Royal+Oak+Michigan
Livonia,Wayne County,Michigan,https://wilfordwoodruffpapers.org/p/Evg,1844-06-15,42.3972,-83.3733,https://wilfordwoodruffpapers.org/places?search=Livonia+Michigan
Franklin,Oakland County,Michigan,https://wilfordwoodruffpapers.org/p/Evg,1844-06-15,42.5187,-83.303,https://wilfordwoodruffpapers.org/places?search=Franklin+Michigan
Royal Oak,Oakland County,Michigan,https://wilfordwoodruffpapers.org/p/Evg,1844-06-15,42.5084,-83.1539,https://wilfordwoodruffpapers.org/places?search=Royal+Oak+Michigan
Auburn Hills,Oakland County,Michigan,https://wilfordwoodruffpapers.org/p/Evg,1844-06-15,42.6735,-83.2447,https://wilfordwoodruffpapers.org/places?search=Auburn+Hills+Michigan
Franklin,Oakland County,Michigan,https://wilfordwoodruffpapers.org/p/DrK,1844-06-13,42.5187,-83.303,https://wilfordwoodruffpapers.org/places?search=Franklin+Michigan
Napoleon,Jackson County,Michigan,https://wilfordwoodruffpapers.org/p/Aol,1844-06-07,42.1658,-84.2416,https://wilfordwoodruffpapers.org/places?search=Napoleon+Michigan
Ann Arbor,Washtenaw County,Michigan,https://wilfordwoodruffpapers.org/p/Aol,1844-06-07,42.2755,-83.7312,https://wilfordwoodruffpapers.org/places?search=Ann+Arbor+Michigan
Brighton,Livingston County,Michigan,https://wilfordwoodruffpapers.org/p/Aol,1844-06-07,42.5298,-83.7847,https://wilfordwoodruffpapers.org/places?search=Brighton+Michigan
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/z5y,1844-06-04,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Jackson,Jackson County,Michigan,https://wilfordwoodruffpapers.org/p/z5y,1844-06-04,42.2431,-84.4037,https://wilfordwoodruffpapers.org/places?search=Jackson+Michigan
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/y5n,1837-12-18,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
Terre Haute,Vigo County,Indiana,https://wilfordwoodruffpapers.org/p/y5n,1837-12-18,39.4654,-87.3763,https://wilfordwoodruffpapers.org/places?search=Terre+Haute+Indiana
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/w58,1837-11-29,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/r5p,1837-11-09,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/q5p,1837-10-29,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/q5p,1837-10-29,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Terre Haute,Vigo County,Indiana,https://wilfordwoodruffpapers.org/p/q5p,1837-10-29,39.4654,-87.3763,https://wilfordwoodruffpapers.org/places?search=Terre+Haute+Indiana
Saco,York County,Maine,https://wilfordwoodruffpapers.org/p/q5p,1837-10-29,43.539,-70.4624,https://wilfordwoodruffpapers.org/places?search=Saco+Maine
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/pKV,1837-10-06,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/pKV,1837-10-06,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Bath,Sagadahoc County,Maine,https://wilfordwoodruffpapers.org/p/pKV,1837-10-06,43.9346,-69.8346,https://wilfordwoodruffpapers.org/places?search=Bath+Maine
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/oKX,1837-09-26,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
Portland,Cumberland County,Maine,https://wilfordwoodruffpapers.org/p/jMv,1837-08-20,43.6773,-70.2715,https://wilfordwoodruffpapers.org/places?search=Portland+Maine
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/gKk,1837-08-09,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
Saco,York County,Maine,https://wilfordwoodruffpapers.org/p/gKk,1837-08-09,43.539,-70.4624,https://wilfordwoodruffpapers.org/places?search=Saco+Maine
Dover,Strafford County,New Hampshire,https://wilfordwoodruffpapers.org/p/gKk,1837-08-09,43.1887,-70.8845,https://wilfordwoodruffpapers.org/places?search=Dover+New+Hampshire
Hartford,Hartford County,Connecticut,https://wilfordwoodruffpapers.org/p/w5r,1837-07-31,41.7661,-72.6834,https://wilfordwoodruffpapers.org/places?search=Hartford+Connecticut
Lowell,Middlesex County,Massachusetts,https://wilfordwoodruffpapers.org/p/w5r,1837-07-31,42.6389,-71.3217,https://wilfordwoodruffpapers.org/places?search=Lowell+Massachusetts
Worcester,Worcester County,Massachusetts,https://wilfordwoodruffpapers.org/p/w5r,1837-07-31,42.2705,-71.8079,https://wilfordwoodruffpapers.org/places?search=Worcester+Massachusetts
Haverhill,Essex County,Massachusetts,https://wilfordwoodruffpapers.org/p/w5r,1837-07-31,42.7838,-71.0871,https://wilfordwoodruffpapers.org/places?search=Haverhill+Massachusetts
Hartford,Hartford County,Connecticut,https://wilfordwoodruffpapers.org/p/v58,1837-07-20,41.7661,-72.6834,https://wilfordwoodruffpapers.org/places?search=Hartford+Connecticut
Worcester,Worcester County,Massachusetts,https://wilfordwoodruffpapers.org/p/v58,1837-07-20,42.2705,-71.8079,https://wilfordwoodruffpapers.org/places?search=Worcester+Massachusetts
Collinsville,Hartford County,Connecticut,https://wilfordwoodruffpapers.org/p/r52,1837-07-12,41.819,-72.922,https://wilfordwoodruffpapers.org/places?search=Collinsville+Connecticut
Montrose,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/jBy,1840-08-12,40.5258,-91.4158,https://wilfordwoodruffpapers.org/places?search=Montrose+Iowa
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/jBy,1840-08-12,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Montrose,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/gyr,1840-08-10,40.5258,-91.4158,https://wilfordwoodruffpapers.org/places?search=Montrose+Iowa
Montrose,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/9jJ,1840-07-31,40.5258,-91.4158,https://wilfordwoodruffpapers.org/places?search=Montrose+Iowa
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/9jJ,1840-07-31,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Montrose,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/7MQ,1840-07-18,40.5258,-91.4158,https://wilfordwoodruffpapers.org/places?search=Montrose+Iowa
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/5MY,1840-07-12,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Paducah,McCracken County,Kentucky,https://wilfordwoodruffpapers.org/p/VWz,1843-07-13,37.0711,-88.6436,https://wilfordwoodruffpapers.org/places?search=Paducah+Kentucky
Cincinnati,Hamilton County,Ohio,https://wilfordwoodruffpapers.org/p/VWz,1843-07-13,39.1413,-84.5061,https://wilfordwoodruffpapers.org/places?search=Cincinnati+Ohio
Smithland,Livingston County,Kentucky,https://wilfordwoodruffpapers.org/p/VWz,1843-07-13,37.1386,-88.4038,https://wilfordwoodruffpapers.org/places?search=Smithland+Kentucky
Vevay,Switzerland County,Indiana,https://wilfordwoodruffpapers.org/p/VWz,1843-07-13,38.7427,-85.0783,https://wilfordwoodruffpapers.org/places?search=Vevay+Indiana
Cincinnati,Hamilton County,Ohio,https://wilfordwoodruffpapers.org/p/RXV,1843-07-09,39.1413,-84.5061,https://wilfordwoodruffpapers.org/places?search=Cincinnati+Ohio
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/QXG,1843-07-08,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Quincy,Adams County,Illinois,https://wilfordwoodruffpapers.org/p/QXG,1843-07-08,39.9335,-91.3799,https://wilfordwoodruffpapers.org/places?search=Quincy+Illinois
Warsaw,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/QXG,1843-07-08,40.3509,-91.4277,https://wilfordwoodruffpapers.org/places?search=Warsaw+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/OGR,1843-07-04,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/NG2,1843-07-04,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/MXm,1843-07-04,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Quincy,Adams County,Illinois,https://wilfordwoodruffpapers.org/p/MXm,1843-07-04,39.9335,-91.3799,https://wilfordwoodruffpapers.org/places?search=Quincy+Illinois
Burlington,Kane County,Illinois,https://wilfordwoodruffpapers.org/p/MXm,1843-07-04,42.0415,-88.5511,https://wilfordwoodruffpapers.org/places?search=Burlington+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/J1K,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Poplar Grove,Boone County,Illinois,https://wilfordwoodruffpapers.org/p/J1K,1843-06-30,42.3516,-88.8353,https://wilfordwoodruffpapers.org/places?search=Poplar+Grove+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/GAK,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/EyW,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Carthage,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Dx6,1843-06-30,40.4143,-91.1276,https://wilfordwoodruffpapers.org/places?search=Carthage+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/Dx6,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/BvQ,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/zAq,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/yz6,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/xyl,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/wxr,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Carthage,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/vw8,1843-06-30,40.4143,-91.1276,https://wilfordwoodruffpapers.org/places?search=Carthage+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/vw8,1843-06-30,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/pnQ,1842-12-31,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/mkR,1842-12-31,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/lkj,1842-12-10,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Keokuk,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/gDr,1842-10-30,40.4095,-91.403,https://wilfordwoodruffpapers.org/places?search=Keokuk+Iowa
Keokuk,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/0o5,1842-10-16,40.4095,-91.403,https://wilfordwoodruffpapers.org/places?search=Keokuk+Iowa
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/0o5,1842-10-16,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/9AJ,1842-10-01,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Keokuk,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/8zj,1842-09-22,40.4095,-91.403,https://wilfordwoodruffpapers.org/places?search=Keokuk+Iowa
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/8zj,1842-09-22,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Keokuk,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/5wY,1842-08-10,40.4095,-91.403,https://wilfordwoodruffpapers.org/places?search=Keokuk+Iowa
Montrose,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/5wY,1842-08-10,40.5258,-91.4158,https://wilfordwoodruffpapers.org/places?search=Montrose+Iowa
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/5wY,1842-08-10,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Quincy,Adams County,Illinois,https://wilfordwoodruffpapers.org/p/5wY,1842-08-10,39.9335,-91.3799,https://wilfordwoodruffpapers.org/places?search=Quincy+Illinois
Alton,Madison County,Illinois,https://wilfordwoodruffpapers.org/p/4v7,1842-08-03,38.9034,-90.1523,https://wilfordwoodruffpapers.org/places?search=Alton+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/4v7,1842-08-03,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Hannibal,Marion County,Missouri,https://wilfordwoodruffpapers.org/p/3rA,1842-07-31,39.7097,-91.3939,https://wilfordwoodruffpapers.org/places?search=Hannibal+Missouri
Keokuk,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/3rA,1842-07-31,40.4095,-91.403,https://wilfordwoodruffpapers.org/places?search=Keokuk+Iowa
Louisiana,Pike County,Missouri,https://wilfordwoodruffpapers.org/p/3rA,1842-07-31,39.4413,-91.0626,https://wilfordwoodruffpapers.org/places?search=Louisiana+Missouri
Montrose,Lee County,Iowa,https://wilfordwoodruffpapers.org/p/3rA,1842-07-31,40.5258,-91.4158,https://wilfordwoodruffpapers.org/places?search=Montrose+Iowa
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/3rA,1842-07-31,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Warsaw,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/3rA,1842-07-31,40.3509,-91.4277,https://wilfordwoodruffpapers.org/places?search=Warsaw+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/1pZ,1842-07-10,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/V2z,1845-07-08,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Hartford,Hartford County,Connecticut,https://wilfordwoodruffpapers.org/p/wyr,1839-10-15,41.7661,-72.6834,https://wilfordwoodruffpapers.org/places?search=Hartford+Connecticut
Albany,Albany County,New York,https://wilfordwoodruffpapers.org/p/qp7,1839-09-26,42.6664,-73.7987,https://wilfordwoodruffpapers.org/places?search=Albany+New+York
Buffalo,Erie County,New York,https://wilfordwoodruffpapers.org/p/qp7,1839-09-26,42.9016,-78.8487,https://wilfordwoodruffpapers.org/places?search=Buffalo+New+York
